gene_short_name	L_FPKM	R_FPKM	F_FPKM	S_FPKM
AT1G66180	55.3893	130.797	25.6059	10.0219
AT1G66220	0	0	0.20513	0.0669346
AT1G66230	11.8834	2.48036	2.06632	11.2268
-	0.0151326	0	0.0439774	0.328046
AT1G66245	0	0	0.0833146	0.0274412
AT1G66250	9.89181	13.8105	14.0058	11.7382
AT1G66340,AT1G66345	14.5704	25.6424	18.5938	19.5293
AT1G66350	1.9027	2.41022	54.8935	53.3211
AT1G66360	0.00737331	0.0769358	4.08621	6.70148
AT1G66370	0	0	0.33123	0.0268058
AT1G66380	0.0191716	0	0.375449	0.036566
AT1G66390	0	0	0.230959	0.121726
AT1G66420	0.00649477	0.0251769	0.0190733	0.299158
AT1G66430	68.6691	17.8576	75.09	62.5135
AT1G66440	0.00587622	1.9912	0.0114722	0
AT1G66450	0.0916131	2.69481	0.0603598	0.00583408
-	0.436392	0.234395	0.312994	0.0935031
AT1G66470	0.00865357	9.55062	0.00841429	0.00433587
AT1G66510	5.65693	7.05174	8.33279	6.6244
AT1G66534	0	0	1.31262	0
AT1G66540	1.12159	0.224429	10.8244	2.3008
AT1G66550	0	0	0.00664092	0
AT1G66553	0	0	0	0
AT1G66560	0	0	0.00698675	0.00733859
AT1G66580	194.416	433.254	310.68	187.42
AT1G66590	11.541	19.9049	20.4214	18.7632
AT1G66600	0.122337	0.533368	0.0857103	0.225853
AT1G66640	0	0.00543083	0.0853135	0.0403084
AT1G66720	0.00478709	0.0227037	0.0651093	0.00969317
AT1G66725,AT1G66730	16.6722	13.5828	34.0504	21.7962
AT1G66740	16.3397	20.0013	18.9262	14.6499
AT1G66750	8.14048	11.1909	11.4293	11.5574
AT1G66760	44.0959	21.4548	18.0536	6.31792
AT1G66780	1.61575	1.79488	0.353046	0.190232
AT1G66795	0	0	0	0
AT1G66800	0.0218633	6.733	0.0543175	0.00549813
AT1G66820	22.0422	8.89248	10.1969	12.0284
AT1G66850	0	0	498.45	0.241666
AT1G66860	0.148456	0.00368772	0.259538	0.00772831
AT1G66880	6.84914	16.4439	6.11893	3.32142
AT1G66890	20.0942	7.45728	11.5797	8.91196
AT1G66900	20.9388	15.3706	14.5796	17.7409
AT1G66930	0.495427	0.466233	0.495623	0.126353
AT1G66950	0.0469018	2.69897	2.07159	0.0720065
AT1G67030	0.675558	45.3956	0.0660197	1.84314
AT1G67035	1.74565	1.78363	3.26546	1.21108
AT1G67060	15.7101	36.3027	22.7727	24.6272
AT1G67070	2.32019	1.49553	5.12266	2.0108
AT1G67100	0.0513086	0.628791	0.295639	3.31324
AT1G67105	2.02337	12.6621	1.49598	1.67058
-	0.0149456	19.9453	0.0144847	0
AT1G67148	0.0660018	36.9226	0.256371	0.065425
AT1G67150	0.0459992	4.67118	0.0353475	0.0598379
AT1G67170	5.80432	9.94172	8.63157	8.26686
AT1G67180	2.35339	1.79591	3.36292	2.22571
AT1G67190	7.02165	10.1113	7.84617	6.08773
AT1G67200	0	0	0.0276279	0
AT1G67210	2.70479	3.49322	3.70793	2.27186
AT1G67220	0.0112492	0.0112281	0.388957	0.321466
AT1G67240	0.00161513	0.00155517	0.00152412	0.00154814
AT1G67330	1.88444	39.6361	0.40433	1.89631
AT1G67340	18.3622	30.8018	16.4849	7.51532
AT1G67350	73.9171	134.669	121.349	105.086
AT1G67365	1.69837	9.58688	3.28002	3.09011
AT1G67390	0.00416509	0.00787403	0.0120446	0.728292
AT1G67420	2.69704	7.90704	5.66685	5.576
AT1G67430	366.123	594.386	487.945	365.205
AT1G67450	0	0	0.0218896	0.277097
AT1G67455	0	0.00939124	0.0467533	0.0195927
AT1G67470	3.44759	3.57135	1.3602	2.66004
AT1G67480	36.9063	102.067	34.022	15.4376
AT1G67530	9.97607	11.9502	6.89078	6.7563
AT1G67550	8.18182	16.3836	5.92735	4.76864
AT1G67560	10.7628	12.797	28.6746	20.0418
AT1G67570	2.4559	6.03925	6.39075	4.79411
AT1G67620	4.84083	12.497	13.271	11.0694
AT1G67623	0.00647658	0.0246958	0.928797	0.0906326
AT1G67635	0	0.391932	0.00968487	0
AT1G67645	0.0690837	0.0416265	0.0873287	0.207235
AT1G67660	13.7599	4.92594	7.52344	16.1066
AT1G67670	0	0.181292	0.29455	0
AT1G67690,AT1G67700	305.265	18.6537	94.9992	129.46
AT1G67720	6.52983	10.1448	9.62804	9.713
AT1G67730	61.1127	119.045	156.263	152.386
AT1G67750	5.98954	15.6655	58.5104	54.5966
AT1G67770	0.0108292	0.0204357	0.545176	0.0863826
AT1G67780	5.92742	9.10541	9.10187	7.78479
AT1G67792	4.12214	6.00491	5.20863	4.00036
AT1G67810	1.71889	11.0463	3.93986	2.47551
AT1G67820	1.54628	3.36205	6.4248	26.1847
AT1G67840	47.6267	7.21074	26.4936	27.0618
AT1G67850,AT1G67856	9.39559	4.10506	19.8099	15.0977
AT1G67875	0	0	0	0
AT1G67890	12.8668	13.622	12.388	9.08414
AT1G67900	37.7875	10.4245	23.1173	16.4236
AT1G67920	2.43491	10.471	3.17904	0.904812
AT1G67940	6.63009	28.7074	7.99224	9.64708
AT1G67980	0.507683	11.1448	0.290715	0.120352
AT1G67990	0	0.0134955	174.18	0.0210229
AT1G68000	37.2547	57.733	40.7283	34.2626
AT1G68010	385.339	4.11466	150.384	181.142
AT1G68020	27.3137	18.276	34.2252	26.0433
AT1G68040	0.0144011	0.579554	0.00466982	0.029483
AT1G68050	6.28307	25.6999	0.425039	8.85679
AT1G68080	8.18627	6.72447	8.22109	8.64461
AT1G68100	14.4209	35.5339	15.778	18.1128
AT1G68110	4.16742	0.40526	35.7681	6.38548
AT1G68130	6.96924	4.97204	8.03965	7.01783
AT1G68150	0.29439	24.8148	0.0132751	0.00451231
AT1G68170	0.125565	0.00622342	5.06918	9.86975
AT1G68180	0.285205	0.606703	0.379622	0.327922
AT1G68185	7.59179	8.33901	11.1202	8.99993
AT1G68190	70.3384	0.191501	16.4521	20.3448
AT1G68200	0.284794	1.57844	3.17254	17.8348
AT1G68210	0	0	0.0122254	0.335842
AT1G68220	18.8676	36.6458	34.184	32.488
AT1G68230	7.81765	23.1118	12.7263	11.8879
AT1G68238	27.4755	13.4115	0.231397	0.324935
AT1G68285	0	0	0	0
AT1G68290	0.347154	0.389178	4.81965	3.09095
AT1G68310	20.5984	32.5327	27.2641	21.4169
AT1G68320	0.441828	0.0975916	10.6637	1.21374
AT1G68330	1.91247	4.60072	5.14937	3.20052
AT1G68350	0.512582	0.934886	1.07516	0.576309
AT1G68390	0.271064	1.49083	0.792349	0.250797
AT1G68420	0	0	0	0
AT1G68440	39.6314	64.8803	64.9445	41.1343
AT1G68490	44.2238	41.6525	44.8174	36.3376
AT1G68500	4.0654	4.3448	3.07337	2.23148
AT1G68510	0	0.00447551	0.0500751	6.76661
AT1G68540	6.80371	4.13928	54.0898	10.6367
AT1G68570	13.3097	2.0992	132.494	43.3736
AT1G68580	26.0234	32.8126	24.3484	14.9939
AT1G68585	10.4	2.44266	7.75591	8.15078
AT1G68600	4.46544	0.0804397	14.2257	17.1241
AT1G68610	0.127194	0	22.6977	1.41453
AT1G68620	0.954113	6.99153	3.89637	1.73881
AT1G68630	0.159403	0.252777	2.03247	0.16387
AT1G68650	6.13484	20.5845	17.9397	17.3466
AT1G68670	51.1968	26.1483	25.3928	22.1223
AT1G68680	21.1876	35.5386	35.7484	32.9987
AT1G68690	2.86911	13.5781	6.19875	6.47208
AT1G68700	1.57704	10.0381	8.41618	5.15991
AT1G68720	14.0158	14.1992	15.9741	11.9209
AT1G68725	3.86933	5.89878	10.4648	69.575
AT1G68735	0.234499	0	0.0560798	2.41465
AT1G68760,AT1G68770	6.54858	17.627	13.0236	8.44467
-	0.175693	0.0937126	0.319568	0.00519541
AT1G68810	11.2652	18.3004	13.4458	7.74922
AT1G68820	16.0553	35.4113	22.5197	20.3721
AT1G68840	134.062	34.8691	0.306198	0.108878
AT1G68845	0.0505028	0.182935	0	0
AT1G68860	0	0	0	0
AT1G68870	8.33851	4.25528	12.7324	5.72946
AT1G68875	0	0	193.762	0
AT1G68890	23.068	2.20428	15.9722	14.519
AT1G68920	14.2313	26.1024	15.2048	17.8055
AT1G68930,AT1G68935	4.84874	2.4333	2.06471	2.11244
AT1G68945	60.8848	38.3165	85.8633	52.8047
AT1G68950	0	0	0	0
AT1G68960	0	0.00441301	0.0365879	0.00967021
AT1G68980	3.39938	4.12303	6.24017	5.80743
AT1G69000	0	0	0	0
AT1G69010	17.3969	14.6265	21.073	12.4567
AT1G69040	28.2554	49.8746	45.3897	9.24901
AT1G69050	1.09904	8.94789	8.05104	3.14474
AT1G69060	6.11827	8.40193	8.31074	7.04153
-	0.0429774	0.195157	0.23192	0.182749
AT1G69100	0	0	4.64855	0.0792099
AT1G69130	0	0	0	0
AT1G69160	56.7229	7.13285	9.02728	3.86617
AT1G69170	5.5991	10.1277	12.3818	8.39767
AT1G69200	25.3351	2.73469	21.239	12.5425
AT1G69250	14.1053	29.3445	22.9851	21.9037
AT1G69252	70.1454	100.677	65.9029	39.9686
AT1G69260	4.66281	5.49457	6.90998	3.67121
AT1G69300	0	0	0	0
AT1G69320	1.43459	0	1.02761	0.284034
AT1G69325	1.83923	9.73814	3.2324	2.56165
AT1G69340	25.1998	31.21	27.2447	25.1781
AT1G69350	0.554979	1.06804	0.808121	0.951216
AT1G69370	10.9089	11.0202	27.4131	15.548
AT1G69390	48.0166	13.1342	28.1125	30.2214
AT1G69400	3.07992	4.50091	4.67832	2.01542
AT1G69410	51.7664	119.108	60.4717	83.6166
AT1G69420	31.2964	20.6456	51.8405	32.212
AT1G69430	0.451292	0.484143	3.41561	5.81752
AT1G69470	0	0	0.0617559	0
AT1G69490	17.6564	1.06067	31.7245	4.34305
AT1G69500	0.00348737	0	33.1367	0.00339507
AT1G69510	62.7587	167.224	72.3794	58.2265
AT1G69520,AT1G69523	12.2862	6.48865	10.4545	29.0899
AT1G69526	2.92893	32.087	2.24805	3.67979
AT1G69530	205.601	46.96	146.129	132.468
AT1G69543	2.6348	1.97338	2.14945	1.2226
AT1G69560	0.0190202	0.363236	2.48811	0.173956
AT1G69572	5.76298	1.38289	9.74403	12.0509
AT1G69580	7.27283	17.0037	13.2668	7.4773
AT1G69588	1.54901	2.15607	2.15708	0.688461
AT1G69600	0.485836	17.8111	14.23	3.29203
AT1G69610	3.86124	1.07237	7.5093	7.05573
AT1G69620	315.4	487.066	492.343	298.664
AT1G69680	6.51081	6.97017	11.6003	8.9856
AT1G69690	17.833	2.8709	46.7444	23.8281
AT1G69700	37.591	31.4714	91.2818	49.801
AT1G69710	0.0676827	0.434773	1.20036	0.337184
AT1G69720	0.350356	0.0158881	1.24906	1.19506
AT1G69740	139.057	31.7747	79.7314	74.8349
AT1G69750	12.8556	18.1496	22.0674	13.4784
AT1G69780	21.3635	21.576	42.11	29.8901
AT1G69790	0.38541	5.32442	1.77062	4.67822
AT1G69797	0	0	0	0
AT1G69818	0	0	2.75359	3.23104
AT1G69825	0	0	0	8.84238
AT1G69828	0	0.0426694	0	10.3695
AT1G69860	0.0153863	0	0.127093	1.64946
AT1G69870	8.70822	0.841752	81.1818	20.403
AT1G69880	0.296649	2.05795	0.144302	0.127759
AT1G69910	9.61016	6.05952	11.0236	4.3135
-	0	0	0	10.4367
AT1G69950	3.49097	4.07821	4.94263	3.40053
AT1G70010	0.00541085	0	0.0254418	0
AT1G70020	1.219	0	2.04828	0.512993
AT1G70030	0.0729849	0	0.442616	0.0677963
AT1G70040	0	0	0.152304	1.22896
AT1G70060	14.1106	16.8317	12.9526	7.40506
AT1G70090	26.2023	9.25256	36.837	19.7665
AT1G70100	28.735	9.73182	22.9978	10.433
AT1G70120	0	0.0131362	0.198007	0
AT1G70150	6.06508	7.94401	6.01164	5.04755
AT1G70160	89.1875	61.3868	89.0818	59.009
AT1G70170	0.0161848	8.69918	1.72191	0.660901
AT1G70180	14.9668	17.0463	17.1362	12.8858
AT1G70185	0.154508	0.449964	0.507476	0.154766
AT1G70190	16.2321	35.7649	27.6101	20.1121
AT1G70210	21.5301	11.5949	39.6755	14.5272
AT1G70230	7.49813	10.5138	3.95145	7.76382
AT1G70250	7.94343	6.05032	4.201	4.51904
AT1G70270	0.644871	0.0243522	11.6549	6.01313
AT1G70330	22.2627	45.6726	28.8105	28.232
AT1G70360	3.7797	6.6548	5.30705	3.75817
AT1G70430	1.64459	1.79363	2.425	2.54906
AT1G70450	0.00455715	1.22936	0.0135417	0
AT1G70460	0.175616	8.81113	0.123418	0.0851166
AT1G70480	15.5622	16.7509	22.8968	21.8009
AT1G70505	6.45596	2.28527	12.5448	6.98735
AT1G70510	0.927722	0.543743	6.32163	1.16252
AT1G70518	4.71928	7.27843	7.32112	5.67739
AT1G70540	0	0	7.8825	0.577884
AT1G70550	7.10261	8.84108	10.2056	4.02714
AT1G70560	7.65418	8.01512	13.7858	1.37853
AT1G70570	19.9025	26.0357	15.6632	14.9491
AT1G70580	28.1438	15.7079	40.843	45.5013
AT1G70581	0.491036	1.68805	0.207902	0.110271
AT1G70590	11.7325	23.3896	11.058	10.1232
AT1G70610,AT1G70620	57.5578	39.1434	58.0518	47.3274
AT1G70630	2.69347	4.18015	4.27537	4.48617
AT1G70640	0.438057	0.282205	1.72418	2.42965
AT1G70645,AT1G70650	1.01242	1.7637	1.80384	1.47241
AT1G70660	60.7407	96.7905	57.1447	52.8193
AT1G70670	10.4921	34.3679	30.2515	27.8812
AT1G70680	0.127936	0.259748	9.98314	18.1895
AT1G70690	1.71	19.1867	5.90865	15.082
AT1G70700	46.2937	3.64714	241.589	247.737
AT1G70720	0.00780952	0.041871	51.8706	0.0580969
AT1G70760	205.237	0.62455	58.025	105.085
AT1G70790,AT1G70800	11.2515	20.3701	63.499	29.9277
AT1G70810	17.5751	14.6512	6.63856	7.98978
AT1G70820	90.9394	0.126189	15.3544	34.8921
AT1G70895	4.16031	5.89079	5.30537	3.66131
AT1G70900	21.6779	19.4816	36.2972	27.0155
AT1G70910	0.149454	0.0784689	0.147222	0.179069
AT1G70920	1.16952	8.17278	3.61363	2.55084
AT1G70940	53.8744	22.3275	46.829	28.7198
AT1G70950	1.29808	11.2371	3.48994	1.34524
AT1G70960	0	0	0.00557186	0.358282
AT1G70970	0	0	0.0348275	6.08713
AT1G70980	9.6878	11.2102	20.5837	22.5662
AT1G71010	17.355	62.4902	26.9485	19.6709
AT1G71090	23.0934	32.07	17.8964	16.6962
AT1G71100	7.91362	9.2796	12.2086	8.54623
AT1G71110	3.29124	12.9935	11.3306	6.32549
AT1G71130	9.45648	8.05209	10.3994	10.2819
AT1G71140	5.25343	1.19125	6.47683	6.58067
AT1G71150	0.00803993	0	1.45593	0.606635
AT1G71170	5.76536	13.0749	15.9888	10.3812
AT1G71180	5.04267	6.45843	8.34498	8.21795
AT1G71220	22.5761	55.1219	33.5298	35.7673
AT1G71230	2.15939	8.40325	4.94177	8.78305
AT1G71235	0	0.0130063	0.0134065	0
AT1G71240	10.2279	7.09024	8.87057	8.12397
AT1G71250	0.0240719	0.0234392	0.0140963	13.0015
AT1G71270	17.8434	30.7945	24.938	22.9749
AT1G71290	0	0.0315587	0.137022	0.0943166
AT1G71300	0.0140931	0.0162677	0.433022	0.00988607
AT1G71320	0	0	0	1.12177
AT1G71390	0.00609323	0.0115183	0.336228	0
AT1G71400	1.32721	31.081	0.0880618	0.0593862
AT1G71430	5.41863	10.4834	12.8249	8.0661
AT1G71450	0.0100718	0.119355	0.0147713	0.0255991
AT1G71470	0	0	0.109884	0.100653
AT1G71480	31.2604	2.30814	20.2246	29.8893
AT1G71500	159.721	6.3977	65.7568	93.2892
AT1G71520	0.119567	1.02442	0.212539	0.157946
AT1G71530	1.0647	5.11525	2.22194	1.00534
AT1G71680	0	0	34.2149	0.0193229
AT1G71690	0.0239698	0.165782	3.59203	83.5342
AT1G71695	94.4093	13.35	85.7805	28.3779
AT1G71696	7.45029	14.2595	13.6664	8.27496
AT1G71697,AT1G71700	12.1598	52.7452	25.2835	13.786
AT1G71720	31.8687	5.99746	24.817	20.7438
AT1G71740	0.38375	34.4886	0.249801	0.128466
AT1G71760	1.01929	0.974719	2.36364	1.52193
AT1G71790	12.8441	17.4437	23.9164	18.7721
AT1G71800	6.26796	13.9529	8.09095	7.74823
AT1G71820	31.5223	38.9599	33.9877	29.981
AT1G71830	4.07658	10.5604	16.1479	7.92336
AT1G71840	18.555	28.5431	31.5741	23.4707
AT1G71860	30.0942	45.9505	35.6887	29.4799
AT1G71865	11.0778	13.6419	16.4981	15.3477
AT1G71880	29.4716	55.9638	79.9091	25.5612
AT1G71890	0.91205	0.0276767	9.92044	23.098
AT1G71900	15.014	19.3094	17.1412	16.4611
AT1G71910	1.00964	2.42351	1.63398	3.2303
AT1G71920	7.87951	9.28499	10.2177	9.71391
AT1G71930	0.570802	2.14869	1.08308	0.796332
AT1G71940	6.18028	18.591	15.0489	14.7593
AT1G71970	40.8755	7.05087	20.2536	46.8344
AT1G71980	52.1599	72.6649	32.7559	41.6379
AT1G71990	4.96563	3.99075	4.81631	4.81967
AT1G72000	0.007796	0.0223677	0.076192	2.40979
AT1G72010	29.4586	36.0131	13.6941	20.6198
AT1G72030	30.6683	0.914712	31.3497	28.5975
AT1G72050	19.3175	23.7682	31.7086	20.2246
AT1G72060	12.3611	16.6437	2.58882	2.40543
AT1G72090	15.7464	16.1983	21.7524	16.5887
AT1G72100	0.0160823	0.491448	0.481096	0.038207
AT1G72120,AT1G72125	0.440373	9.79415	6.11965	6.2883
AT1G72130	18.2293	24.7104	4.52676	15.4067
AT1G72131	0	0.0539853	0.015796	0.0487093
AT1G72140	0.879452	5.69649	0.537987	1.98841
AT1G72150	277.008	203.318	83.1608	239.098
AT1G72170	30.2	37.2614	47.9232	38.8745
AT1G72175	13.1364	21.3243	15.5941	19.2704
AT1G72180	22.5959	12.6002	23.4289	46.2039
AT1G72210	1.20238	5.31962	6.45688	3.02491
AT1G72230	3.95718	17.4013	44.1672	103.449
AT1G72240	0.851987	2.65754	6.4071	5.6865
AT1G72250	4.92997	5.58049	10.5401	4.47876
AT1G72290	0	0	108.805	0.0429252
AT1G72310	11.7269	21.5683	17.0964	10.6815
AT1G72330	6.95397	14.6898	47.089	8.41429
AT1G72340	15.5006	16.1711	18.996	17.3723
AT1G72360	2.50548	51.4315	1.30531	2.10717
AT1G72390	10.9325	14.0586	12.5099	10.0035
AT1G72460	0	0.014625	2.4338	0.0447666
AT1G72470	2.29923	8.64099	9.82171	9.31968
AT1G72510	28.4324	80.7159	28.3135	58.2614
AT1G72520	1.57485	0.982692	3.77619	8.18471
AT1G72530	4.02397	2.31994	4.80694	3.67485
AT1G72570	0	0	0.114757	0.611157
AT1G72590	0.0129674	0.437791	0.0840274	0.812731
AT1G72600	5.16086	5.62467	4.12313	1.35756
AT1G72620	0.271447	0.112899	1.24763	0.107666
AT1G72630	23.5726	31.0051	20.2135	9.16563
AT1G72645	59.4746	1.46061	45.4628	41.1154
AT1G72650	16.4986	17.197	19.4493	14.9074
AT1G72660	0.114274	0.267145	0.70861	0.255569
AT1G72690	4.00535	14.0269	11.8905	16.8727
AT1G72700	8.12435	55.0113	10.3563	20.0072
AT1G72710	72.2919	97.1527	57.4547	57.5211
AT1G72750	29.6253	53.0878	44.8054	27.9127
AT1G72770	18.6937	15.4316	29.152	23.4724
AT1G72780	0	0	0	0
AT1G72790	4.57264	6.00353	5.04608	7.43181
AT1G72800	2.87138	2.18098	5.6341	8.69813
AT1G72820	28.479	26.6183	23.1238	17.0965
AT1G72850	1.76613	10.4398	1.84133	1.57588
AT1G72855	1.78791	3.56973	2.20468	2.03267
AT1G72870	0.209386	5.21765	0.26907	0.462849
AT1G72890,AT1G72900	20.5114	15.8245	3.9301	3.32462
AT1G72910	12.734	0.293124	2.6382	5.33151
AT1G72920	9.07995	2.51076	1.23387	1.77353
AT1G72930	48.6303	2.38411	19.7164	31.4248
AT1G72940	12.8328	8.81404	3.57657	1.20879
AT1G72950,AT1G72960	0.815261	2.97677	6.25108	0.850915
AT1G72970	39.4668	7.46225	185.744	165.069
AT1G73000	0.0119652	0.0279353	0.435649	2.38993
AT1G73030	57.8487	78.0283	53.7608	57.2199
AT1G73060,AT1G73080,AT1G73090	100.061	29.5378	82.3221	178.791
AT1G73066	0.375159	0.884561	0.907079	1.04694
AT1G73100	8.00602	10.3397	9.46779	7.64442
AT1G73130	2.98786	8.56827	7.94259	8.64182
AT1G73160	0	5.46477	0.00383299	0
AT1G73175	0.0426321	0.031932	0.147872	0.0558969
AT1G73180	15.6573	31.4677	21.476	15.9301
AT1G73190	0.0681034	1.808	0	0.0161503
AT1G73220	0.120307	0.578216	39.4763	18.1671
AT1G73340,AT1G73350	3.31879	4.56757	4.08571	4.18597
AT1G73380	8.83871	14.2306	9.90775	5.82193
AT1G73400	2.36069	3.51834	3.33283	2.74905
AT1G73410	0.069511	4.83002	1.15275	1.32145
AT1G73430	15.931	25.3304	22.3751	20.1898
AT1G73440	4.06039	4.77181	5.54892	4.75774
AT1G73450	5.65017	8.06122	7.70921	4.81109
AT1G73460,AT1G73470	47.3258	30.1643	40.2926	42.0024
AT1G73480	54.4168	13.0342	29.8433	12.4457
AT1G73570	2.73072	1.73455	4.30532	4.50044
AT1G73580	0.0322956	8.19729	0.0484033	0.0383304
AT1G73590	4.88903	23.4335	18.1952	5.58459
AT1G73600	80.3898	21.4298	28.4358	181.212
AT1G73603	0	0	3.6561	4.77632
AT1G73607	0	0	4.55414	12.7892
AT1G73610	0.0542165	0.721807	2.2627	18.8786
AT1G73620	4.64441	25.3383	20.1787	60.9533
AT1G73630	6.64622	13.0116	20.4593	15.5749
AT1G73640	1.64724	7.87727	4.24561	16.0627
AT1G73670	18.2451	21.1415	12.5765	7.56048
AT1G73690	1.47985	3.7203	3.41147	1.62287
AT1G73710	6.95752	3.82669	5.37051	5.65775
AT1G73720	16.6326	20.8934	23.0434	16.967
AT1G73740	10.5494	6.26795	11.2184	11.0639
AT1G73750	31.1723	5.94454	15.578	19.7331
AT1G73770	3.53636	4.32018	5.97934	5.23827
AT1G73780	0.0656357	11.3608	0.459946	0.134185
AT1G73790	9.71065	16.755	19.5587	15.8073
AT1G73830	24.7211	0.58462	5.26984	0.102047
AT1G73850	2.7783	8.90951	7.26938	2.73178
AT1G73870	36.463	0.100666	4.18465	10.275
AT1G73875,AT1G73880,AT1G73885	249.333	37.8317	97.9	123.261
AT1G73900	0	0	0	0
AT1G73910	2.23641	2.61385	2.7213	1.50424
AT1G73920	56.9092	36.5756	26.9776	26.4257
AT1G73965	0.804276	1.08668	0.202239	0.126608
AT1G73970	8.00321	9.2902	9.2587	7.85287
AT1G73990	23.6655	14.4039	24.0311	22.3914
AT1G74040	23.3713	9.93261	17.2669	17.0922
AT1G74045	0	0	0.0836607	0.00970001
AT1G74055	3.27574	7.08622	9.17535	7.25187
AT1G74080	0.0457018	2.83681	0.00405252	0.00416493
AT1G74088	3.20326	3.5637	3.78896	3.55644
AT1G74090	30.0755	34.9523	16.5464	23.4953
AT1G74130	0.0278161	0.0342425	9.86298	0.0449981
AT1G74140	0.0206167	0.0209484	0.168127	0.0401493
AT1G74150	1.13565	1.26643	4.25746	1.06254
AT1G74160	11.1641	14.1807	15.1457	12.4835
AT1G74210	4.71924	30.2535	26.9518	50.1023
AT1G74230	47.5932	70.3295	69.7177	50.8118
AT1G74240,AT1G74250	11.4945	16.6248	13.3307	11.1317
AT1G74280	2.23636	11.8164	4.19008	4.38097
AT1G74290	2.19152	1.3904	1.44975	0.461931
AT1G74300	2.55217	5.02029	5.40395	2.07104
AT1G74320	18.0445	14.745	20.6859	18.2504
AT1G74360	0.957436	6.5637	0.947203	0.742339
AT1G74380	24.1348	61.4284	35.4144	40.403
AT1G74400	0.415026	0.762127	0.73701	0.608491
AT1G74410	5.70823	15.3477	8.74826	16.0944
AT1G74430	4.03645	1.2267	26.9774	15.7935
AT1G74450	18.5692	13.4577	18.429	16.9493
AT1G74457	0	0	0	0
AT1G74458	6.16039	58.3111	1.88894	2.05043
AT1G74470	1030.59	25.5214	371.703	541.395
AT1G74510	9.27001	27.6166	17.8145	17.5569
AT1G74540	0.403767	0.647591	38.7798	0.353847
AT1G74550	0.137583	0.484437	30.0118	0.397105
AT1G74580	4.16642	3.80112	5.33203	4.4763
AT1G74610	0	0	0	0
AT1G74620	0	0	0	0.00763566
AT1G74630	0.597325	0.832826	0.729723	0.547905
AT1G74640	37.134	15.2905	24.5138	27.3129
AT1G74650	1.41005	2.52057	3.42955	21.6569
AT1G74670	540.848	2.18702	258.409	424.151
-	0	0	0	7.01841
AT1G74680	9.91704	11.9293	7.65591	9.26597
AT1G74700	2.7874	4.97185	3.84142	3.42318
AT1G74710	10.3288	4.65615	4.67606	6.70766
AT1G74720	7.45892	7.52933	12.5508	8.81376
AT1G74730	175.872	2.80762	84.1752	137.442
AT1G74750	2.42888	4.63059	3.67941	2.80083
AT1G74780	4.94626	7.07325	7.47421	8.2918
AT1G74790	23.4739	35.5949	13.0635	8.64738
AT1G74810	2.58683	0.0998572	0.335647	1.61714
AT1G74860	5.3769	5.38397	8.08905	5.67018
AT1G74870	0.249652	0.190463	4.83388	1.41109
AT1G74900	1.54104	1.65373	2.08015	2.31408
AT1G74930	12.0109	1.96477	2.5021	2.06111
AT1G74940	26.5346	29.365	17.1087	32.6483
AT1G75000	2.43139	5.84932	6.29789	5.23341
AT1G75020	8.15745	16.1867	5.22892	8.69085
AT1G75030	0.514502	4.6373	26.3248	1.83341
AT1G75040	6.26706	0	4.7674	3.12129
AT1G75050	0.0960479	0.146999	3.69572	0.427548
AT1G75070	0	0	0	0
AT1G75080	18.875	21.03	22.7949	25.8769
AT1G75160	0	0.820628	4.32204	0.197567
AT1G75163,AT1G75166	5.04161	10.3005	12.5261	8.25738
AT1G75170	7.25483	15.0454	38.8231	39.0492
AT1G75190	15.638	8.38879	11.6195	9.73811
AT1G75210	27.284	14.1422	27.9482	24.981
AT1G75230	7.47521	10.4799	11.577	10.6271
AT1G75240	17.0579	0.0914008	44.8458	2.35239
AT1G75260	0.615322	1.88997	1.00383	1.08246
AT1G75261	0	0.037369	0.0564706	0
AT1G75280	59.4992	35.7562	106.115	599.018
AT1G75290	0.670588	0.988583	6.52634	3.3158
AT1G75300	1.41431	1.00515	21.1476	3.46837
AT1G75310	8.79154	9.35572	10.9263	5.83071
AT1G75335	4.76477	10.6247	9.74038	7.59439
AT1G75350	469.13	20.0033	203.677	241.836
AT1G75360	1.79478	0.169879	1.24767	0.732627
AT1G75390	3.41096	32.5535	69.8636	147.029
AT1G75394	0.162147	1.53441	0.97007	0.470287
AT1G75400	12.6608	35.3985	19.9589	15.1289
AT1G75420	9.44422	12.3396	11.0346	13.425
AT1G75440	22.1945	45.4143	12.9734	21.4625
AT1G75460	104.083	0.652005	25.4797	77.3664
AT1G75470	0.025414	0.00603745	0.0123906	0.00647278
AT1G75490	6.93998	1.14003	2.01715	0.909282
AT1G75530	0	0.0102237	0.611852	0.00354435
AT1G75540	67.7922	272.917	11.7356	6.40123
AT1G75580	3.29196	3.443	17.7857	36.4879
AT1G75600	0.0336292	0.31996	0.353024	15.6081
AT1G75610	0	0	0.0815076	0.201823
AT1G75630	91.552	127.885	103.59	111.267
AT1G75650	0	0	0	0
AT1G75660	31.6325	45.6081	32.1968	22.4689
AT1G75700	0.774422	3.2156	3.38133	1.91222
AT1G75710	14.5129	15.4	25.9716	24.4785
AT1G75717	0	0.457219	0.0222948	0
AT1G75740	0	0	0	0
AT1G75770	5.37466	1.71658	4.75825	3.57513
AT1G75800	59.9897	130.676	56.1982	69.8688
AT1G75810	11.1867	16.7217	13.0706	10.2818
