Gene_id	log2(7h+DEX/7h-DEX)	log2(25h+DEX/25h-DEX)	log2(gdu1-1D/WT)	log2(GDU2/WT)	log2(GDU5/WT)	log2(GDU6/WT)
AT5G67030	0.131394	0.369187	-0.132851	-0.27931	-0.805348	-0.00895138
AT5G67180	-0.195044	0.364594	-0.278562	-0.195474	-0.987352	-0.417483
AT1G01720	0.196243	1.00081	1.27583	1.0724	1.68003	1.24529
AT1G03200	-0.200381	0.808757	1.11443	0.00740496	1.15172	0.082668
AT1G03210	-0.200381	0.808757	1.11443	0.00740496	1.15172	0.082668
AT1G03290	-0.104745	0.872499	1.40236	0.606717	1.30275	0.447132
AT1G03495	-0.0658753	0.0541471	0.670884	0.398809	1.04938	-0.0535694
AT1G07630	-0.013334	0.413925	0.65793	0.135383	1.04367	0.277485
AT1G09560	-0.0459614	0.520784	0.928684	0.608045	1.87196	0.377206
AT1G09740	-0.038656	0.25544	0.374605	0.0483917	0.882109	-0.0617976
AT1G11905	0.0248831	0.176383	0.524198	0.0227855	0.829864	0.124769
AT1G13980	0.0140475	0.874932	1.58422	0.862263	1.57999	1.25266
AT1G13990	0.0140475	0.874932	1.58422	0.862263	1.57999	1.25266
AT1G15110	0.0448837	0.635242	0.534408	0.363242	1.31429	0.737002
AT1G16670	0.03327	0.584586	1.2364	0.702126	1.63108	0.791205
AT1G17460	-0.155247	0.177303	1.00527	1.01815	1.28483	0.487514
AT1G17500	0.0512537	0.372505	0.86148	0.532937	1.1135	0.527979
AT1G21370	-0.00268644	0.17383	0.824181	0.46607	0.943904	0.479655
AT1G21750	-0.130721	0.491316	1.46167	0.890719	1.4752	0.548375
AT1G22250	0.260393	1.08792	1.31037	0.935011	1.77407	1.45258
AT1G22280	0.0584515	0.54676	0.863487	0.363761	1.50273	0.771542
AT1G23010	-0.0171332	0.378646	0.799369	0.594809	1.25194	-0.0503649
AT1G27330	-0.310986	0.29504	1.14037	0.339021	1.23363	0.27211
AT1G27980	-0.118017	0.508525	0.858272	0.139358	1.44613	0.255975
AT1G29310	-0.0392321	0.0791797	0.63221	0.293735	0.802814	0.0692949
AT1G30270	-0.0561081	0.366276	0.603421	-0.0987628	0.802833	0.134192
AT1G30410	-0.05699	0.0522541	0.812215	0.376711	0.773225	0.0926658
AT1G30420	-0.05699	0.0522541	0.812215	0.376711	0.773225	0.0926658
AT1G30620	0.110724	0.578493	0.59469	0.43009	1.53449	0.0998808
AT1G30640	0.0468619	0.242756	0.941467	0.465689	1.01417	0.560423
AT1G33560	0.119264	0.281968	1.04022	0.541352	1.77641	0.230768
AT1G47480	-0.411878	0.105585	0.817809	0.23794	1.49494	0.291923
AT1G48370	-0.0881918	1.09417	1.21366	0.622883	1.71383	0.471869
AT1G49050	-0.0124679	0.77887	1.4267	0.60479	1.69646	0.578372
AT1G51660	0.0222315	0.54145	0.784252	0.181075	1.26612	-0.0433784
AT1G52760	0.0307948	0.318125	0.490349	0.258712	0.943941	0.000230609
AT1G53920	-0.296388	0.292497	0.676632	0.0901908	1.15176	0.022466
AT1G55850	0.0500204	0.270036	0.960782	0.625458	1.42468	0.361214
AT1G56150	0.146027	0.746347	0.953357	0.82031	1.31498	0.595163
AT1G58420	1.45648	1.51639	2.17796	2.02906	3.29985	1.60676
AT1G59710	-0.235106	0.245239	1.24589	0.515648	1.15389	0.414506
AT1G61250	0.091367	0.499238	0.98429	0.485567	1.34102	0.43533
AT1G67070	0.142593	0.730271	0.761528	0.636474	1.35304	0.661833
AT1G67850	0.0786303	0.604018	1.37374	0.627751	1.7696	0.308378
AT1G67856	0.0786303	0.604018	1.37374	0.627751	1.7696	0.308378
AT1G71100	-0.0335949	0.1599	0.453295	0.321368	1.20639	0.386187
AT1G71880	0.0590611	0.0929221	0.761165	0.803751	0.829063	0.139892
AT1G71890	0	0.222055	0.793191	0.30066	1.55908	0
AT1G72700	0.0774107	0.546257	0.887645	0.518249	1.11766	0.347352
AT1G74280	-0.278443	0.249225	0.77431	0.172689	0.681281	0.398324
AT1G74290	-0.278443	0.249225	0.77431	0.172689	0.681281	0.398324
AT1G74300	-0.278443	0.249225	0.77431	0.172689	0.681281	0.398324
AT1G76040	0.0257346	0.570167	1.37139	0.685039	1.79695	0.22648
AT1G77370	-0.123546	0.499425	0.945334	0.491672	1.08857	0.901038
AT1G77450	0.114779	1.12098	0.983989	0.590715	1.47781	1.19836
AT1G77500	0.146737	0.295838	0.4199	0.146282	1.16663	0.314895
AT1G01660	0	0	0.39685	0	0.896304	0
AT1G05780	-0.166155	0.0930583	0.697133	0	1.24416	0
AT1G07650	0.0266134	0.187813	0.886608	0.536891	0.946814	0.656511
AT1G09210	-0.169189	0.0924192	0.89118	0.495914	0.739206	0.151267
AT1G09680	0.0917879	0.192461	0.809198	0.463038	1.26875	0
AT1G10410	0.107171	0.630955	0.836498	0.348272	1.24988	0.244263
AT1G10690	0.222215	0.150517	1.04274	0.749999	1.08759	0.658932
AT1G12420	-0.00689951	0.148797	1.02537	0.477786	0.998834	0.0356792
AT1G13750	-0.0289065	0.761736	1.18291	0.327073	1.30091	0.0297938
AT1G13970	0	0	0.60296	0	0.872448	0
AT1G14010	-0.133683	0.181704	0.776517	0.411708	0.760294	0.480395
AT1G14360	-0.126304	0.26978	1.34024	0.865491	1.23997	0.591298
AT1G16260	-0.10347	0.639905	0.783804	0.208296	0.887208	0.318896
AT1G18200	0.105387	-0.00953141	0.415561	0.161911	1.00805	0.0578519
AT1G18210	0.105387	-0.00953141	0.415561	0.161911	1.00805	0.0578519
AT1G18890	0.142099	0.45353	1.05565	0.607156	1.46394	0.999855
AT1G18910	-0.016548	0.524576	1.20132	0.462006	1.43106	0.157013
AT1G19240	-0.266874	0.166454	1.05168	0.63854	1.4949	0.395229
AT1G19250	-0.266874	0.166454	1.05168	0.63854	1.4949	0.395229
AT1G21390	-0.134646	0.259212	1.02522	0.65804	1.57507	0.302945
AT1G22180	-0.0539537	0.597632	0.885739	0.395495	1.37174	0.342784
AT1G22340	0	0	0.929636	0	0.981543	0
AT1G22900	0.017633	0.254905	1.05214	0.81613	1.25029	0.400241
AT1G25370	0.275917	0.574537	0.703824	0.200378	1.38543	-0.0811165
AT1G27110	-0.388511	-0.27575	0.936475	0	0.974213	0
AT1G27350	-0.209846	0.336721	0.829505	0.477534	0.785704	0.432823
AT1G27720	0	0	0.560401	0	1.05877	0
AT1G28110	0.039991	0.0550784	0.486423	0.491006	1.1648	0.345871
AT1G29240	0.0981799	0.68524	1.18704	0.435984	1.48251	0.226615
AT1G29330	0.110782	0.72431	1.4121	1.00049	1.92003	1.2186
AT1G31010	-0.405234	-0.165287	0.163497	0.128235	0.741107	-0.241956
AT1G31540	-0.0077389	0.457702	0.628464	0.151863	1.34954	0.492528
AT1G31550	0.0499087	0.517173	1.23817	0.837286	1.4271	1.18837
AT1G32690	-0.433245	0.467497	0.739552	0.37392	1.33011	0.596044
AT1G33420	0.224959	0.295421	0.917998	0.636751	1.64257	0.192437
AT1G33430	0.224959	0.295421	0.917998	0.636751	1.64257	0.192437
AT1G34380	-0.369418	-0.267542	0.522089	0.267724	0.755249	0.222866
AT1G53790	-0.287349	0	0.416201	0.385179	0.658181	0
AT1G54510	-0.0999356	-0.143242	0.22406	-0.361488	0.757426	0.0204893
AT1G56010	-0.182475	0.272738	0.638521	-0.158241	0.946561	0.405109
AT1G56340	-0.222933	0.0465601	0.865045	0.492396	0.970649	0.121095
AT1G59950	0.0218632	0.173861	0.348037	-0.146046	0.816105	-0.100254
AT1G59960	0.0218632	0.173861	0.348037	-0.146046	0.816105	-0.100254
AT1G62305	-0.0559746	0.487873	0.695037	0.369055	0.987931	0.367884
AT1G62730	-0.0286223	0.175649	0.432039	0.156288	0.723006	-0.129911
AT1G64610	0.160454	0.631755	1.12586	0.552987	1.96571	0.702383
AT1G65032	-0.219591	0.223471	0.87118	0.394511	0.723401	0.22598
AT1G65040	-0.219591	0.223471	0.87118	0.394511	0.723401	0.22598
AT1G66880	0.149545	0.498483	1.08741	0.656202	1.76243	0.358377
AT1G67650	0.0610198	0.117848	0.530164	0	0.886939	0
AT1G67790	-0.0785511	0.121859	0.383706	-0.151714	0.839529	-0.164505
AT1G67800	-0.0785511	0.121859	0.383706	-0.151714	0.839529	-0.164505
AT1G69270	0.196253	0.879593	1.16865	0.862673	1.86235	1.15674
AT1G70140	-0.0315422	0.35489	0.894066	0	1.36297	0
AT1G71040	-0.0252104	0.747667	1.06299	0.579401	1.1861	0.659483
AT1G74020	0.0255366	0.633006	0.476108	0.270211	1.11834	0.264453
AT1G75590	0	0	0.595896	0.4351	1.12216	0
AT1G77810	-0.0684158	0.625896	0.642352	0.3608	0.923921	0.268942
AT2G02370	0.0284983	0.611315	0.791422	0.385229	1.39768	0.681329
AT2G02390	-0.0852776	0.744891	1.03745	0.593312	1.19731	0.473933
AT2G03120	-0.165651	0.225788	0.814369	0.437082	0.759446	0.27059
AT2G03590	0.269716	0.4577	0.794552	-0.166272	0.853192	0.418597
AT2G03600	0.269716	0.4577	0.794552	-0.166272	0.853192	0.418597
AT2G04400	-0.0599996	0.449495	0.855269	0.511138	1.10816	0.25744
AT2G06510	-0.185191	0.103925	0.36214	0.168549	1.06843	-0.137363
AT2G13790	0.105535	0.535859	1.15924	0.481337	1.62404	0.882234
AT2G13800	0.105535	0.535859	1.15924	0.481337	1.62404	0.882234
AT2G15042	0.229193	0.528915	1.21976	0.158012	1.65519	0.645182
AT2G16594	-0.0788506	0.249066	0.958609	0.415083	1.50143	0.245716
AT2G16595	-0.0788506	0.249066	0.958609	0.415083	1.50143	0.245716
AT2G16700	-0.106314	0.278553	0.487597	0.26526	0.913837	0.126553
AT2G17120	-0.127888	1.05064	1.43879	0.750866	1.68481	0.711233
AT2G17290	0.321271	0.546689	1.18331	0.711984	1.42664	1.01436
AT2G17500	-0.0874964	0.759467	1.04872	0.401527	1.38675	0.10979
AT2G18950	-0.0630833	0.27166	0.282299	0.278321	1.15802	0.0572852
AT2G19130	0.244715	0.528943	1.17074	0.601086	1.83992	0.765871
AT2G19710	0.123497	0.375007	0.574232	0.401764	1.19	0.291172
AT2G24180	0.0740073	0.505702	0.607704	0.37827	1.09481	0.317839
AT2G28570	-0.194054	0.622594	1.22872	0.608707	1.55634	0.725438
AT2G30550	-0.0758236	0.976589	1.22634	0.820421	1.55796	0.504488
AT2G37110	0.0180297	0.274914	0.649181	0.28996	1.03027	0.18923
AT2G37940	0.0261188	0.247066	0.588974	0.281414	1.27088	0.537732
AT2G39690	-0.524188	-0.65366	0.171395	-0.739241	-0.0872213	-0.545763
AT2G40110	0.109247	0.169705	0.481789	-0.0134804	1.22679	0.365363
AT2G40200	0	0.494084	1.10737	0	1.3676	0.558632
AT2G41440	-0.110166	0.247274	0.622881	0.543031	1.25912	0.181279
AT2G41450	-0.110166	0.247274	0.622881	0.543031	1.25912	0.181279
AT2G42950	-0.22024	0.29193	0.335179	-0.00783955	0.760874	0.181271
AT2G46590	-0.0397711	-0.128015	0.527502	0.298238	0.788553	0.0685834
AT2G47470	-0.181279	0.380293	1.01413	0.615492	0.970488	0.284152
AT2G47640	-0.254454	-0.158443	0.353039	0.0787905	0.627914	-0.183835
AT2G01540	-0.0265547	0.684622	1.32983	0.833161	1.74256	0.763282
AT2G01650	-0.00586188	0.494638	0.810588	0.319367	1.00976	0.420194
AT2G10931	-0.415412	-0.160489	0.303608	0.1631	0.774215	0.223415
AT2G16870	0.0734087	0.662479	1.26015	0.463443	1.54051	0.0443511
AT2G17220	-0.0708188	0.517404	0.646553	0.158515	1.08646	0.0684276
AT2G20780	-0.0728951	-0.0485233	0.578974	0.37763	0.939642	0.465499
AT2G22570	-0.20586	-0.0193819	0.767464	0.452984	0.834716	0.413885
AT2G24645	0.00428455	0.131481	0.537899	0.383825	1.29121	0.307556
AT2G28890	0.135554	0.678464	0.742784	0.342767	1.12476	0.341001
AT2G28940	-0.0572307	0.608971	1.02822	0.28079	1.4124	0.566056
AT2G29120	0.149433	0.679634	1.24175	0.604778	1.28379	0.0901338
AT2G29400	-0.112424	0.213523	0.745634	0.23645	1.04739	0.676339
AT2G29990	-0.0511301	0.799022	1.28504	0.530981	1.70951	0.428655
AT2G31390	-0.0345812	0.418588	0.486206	0.367615	0.932887	-0.047924
AT2G31990	0.285136	0.797563	1.09414	0.347194	1.86624	0.931204
AT2G33110	-0.238865	0.228335	0.312817	0.0880588	0.863944	0.0673226
AT2G37710	0.207103	0.951649	1.2651	0.625833	1.2417	0.374295
AT2G41410	0.183606	0.588666	1.05485	0.808837	1.3811	0.316527
AT2G41835	-0.0885226	0.532033	1.13044	0.847923	1.93285	0.588005
AT2G43850	-0.134282	0.262135	0.990599	0.4677	0.911695	0.142753
AT2G44180	-0.150126	0.319176	0.890565	0.272835	1.25256	0.306997
AT2G44280	-0.0647135	0.443554	0.657973	0.146772	0.873157	-0.0544906
AT3G03610	-0.0592749	0.146971	0.491387	0.196973	0.838214	0.0878116
AT3G05380	-0.0439983	0.37981	0.510669	0.298896	1.34084	0.116082
AT3G05830	-0.134888	0.413411	0.586208	0.0721931	0.980711	0.146606
AT3G06890	0.467779	1.35984	1.1627	1.05109	2.33398	1.30004
AT3G07590	-0.281874	-0.255	0.129037	0.0463564	0.646569	-0.517635
AT3G11040	-0.103724	0.0194311	0.138207	-0.323343	0.721271	0.00865683
AT3G11050	-0.103724	0.0194311	0.138207	-0.323343	0.721271	0.00865683
AT3G11230	-0.0171662	0.264722	0.925001	0.741117	1.0743	0.551348
AT3G12740	0.100381	0.416644	0.706772	0.351366	1.18032	0.34843
AT3G13240	-0.79276	0.122942	-0.354592	-0.523547	0.510117	-0.384868
AT3G13277	0.0422446	0.564109	1.28678	0.523008	1.14204	0.696384
AT3G13380	0.116384	0.262059	1.09976	0.527128	1.60401	0.153211
AT3G14610	-0.244102	0.529469	0.447838	0.372454	1.22109	-0.241762
AT3G14840	-0.0676943	0.165829	0.551968	0.014335	0.91943	0.219123
AT3G15760	0.760359	0.501737	1.15518	0.470944	1.53457	0.759268
AT3G16150	0	0	0.393888	0	0.840172	0
AT3G17700	-0.00468498	0.64745	0.949764	0.342274	1.37987	0.749444
AT3G19970	-0.0129384	0.289402	0.335133	0.32773	1.13105	0.171204
AT3G21810	-0.215886	0.335926	0.753002	0.0674964	0.683892	-0.0162994
AT3G22942	-0.270175	0.233746	0.54	0.575752	0.907243	0.207348
AT3G26600	0.057274	0.637776	1.09334	0.394154	1.16245	0.359779
AT3G28450	-0.00795143	0.526719	0.81332	0.470055	1.10045	0.693139
AT3G28850	0.465792	0.263498	0.935786	0.842758	1.58269	0.761655
AT3G29240	-0.00956897	0.50565	1.00236	0.172772	1.20478	0.584549
AT3G44720	0.306499	0.437081	0.978481	0.821278	1.82428	0.709152
AT3G45620	-0.136079	0.697943	1.19506	0.545352	1.28408	0.148911
AT3G50760	0.831937	1.598	1.73549	1.73289	2.32043	1.34894
AT3G50950	0.291485	0.941912	1.00783	0.571665	1.50151	0.950702
AT3G52430	0.101835	0.452043	1.37446	0.447711	1.8985	0.583256
AT3G54680	-0.0651146	0.858411	0.744467	0.39862	1.12845	0.448073
AT3G54810	-0.113025	0.395996	0.403377	0.0569914	0.856729	-0.165082
AT3G55470	0.112789	0.582833	1.12823	0.221654	1.52366	0.447464
AT3G55605	-0.237404	-0.169555	0.286099	0.401691	0.839342	-0.394717
AT3G56170	-0.061641	0.475511	1.31835	0.648961	1.39288	1.02945
AT3G58570	0.127305	0.264943	0.778275	0.84814	1.2143	0.744338
AT3G60110	-0.0615449	0.122743	0.673085	0.577745	1.23921	0.129693
AT3G60580	-0.311483	0.202345	0.533247	-0.288458	0.675562	-0.361918
AT3G61490	-0.430384	0.659865	0.478174	0.21857	1.27449	0.119776
AT3G63030	-0.053035	0.501739	1.01559	0.384014	1.28657	0.0586392
AT3G04210	0.0321626	0.134562	0.732284	0.180876	0.930763	0.149132
AT3G05360	-0.0380394	0.204511	0.720986	0.468819	1.53332	0.173172
AT3G05970	-0.0880626	0.123954	0.89074	0.424871	0.845996	0.283304
AT3G07520	-0.064938	0.0836874	0.824278	0.603554	0.68625	0.180347
AT3G07522	-0.064938	0.0836874	0.824278	0.603554	0.68625	0.180347
AT3G07525	-0.064938	0.0836874	0.824278	0.603554	0.68625	0.180347
AT3G10010	-0.101056	0.428619	0.514844	-0.035716	0.950644	-0.0413503
AT3G13330	-0.123514	0.335638	0.876685	0.242673	0.886836	0.151753
AT3G16510	0.488039	0.739156	0.89274	0.65035	1.45354	0.341988
AT3G17420	0.249968	0.438996	0.871188	0.377984	1.14752	-0.0264438
AT3G20250	0.181406	0.989373	1.76223	0.915794	1.85682	0.979683
AT3G24090	-0.110706	0.491207	1.40526	0.667897	1.40717	0.2707
AT3G25870	-0.241526	-0.132345	0.471548	0.198464	0.855394	-0.316511
AT3G26220	0.03673	0.848265	1.20795	0.399136	1.68389	0.627043
AT3G26230	0.03673	0.848265	1.20795	0.399136	1.68389	0.627043
AT3G26410	-0.283521	-0.264547	0.441006	0.308609	0.744012	-0.589099
AT3G27210	0.174494	1.17126	1.54915	1.22034	1.8139	1.42166
AT3G28480	-0.200837	0.49577	0.977451	0.383061	0.920106	0.104565
AT3G28490	-0.200837	0.49577	0.977451	0.383061	0.920106	0.104565
AT3G28930	-0.0949105	0.385103	0.710485	0.249097	1.3274	-0.0254946
AT3G42860	-0.197118	0.0276688	0.280915	0.631777	1.13464	0
AT3G45040	0.100552	0.31955	0.83354	0.47774	1.30759	0.662979
AT3G47090	0.0338151	0.423413	0.990716	0.245045	1.30402	0.490674
AT3G48260	0	0	0.556089	0	0.736212	0
AT3G49210	-0.167895	0.628587	0.485177	0.22389	1.43681	-0.168642
AT3G49370	-0.0543509	0.346639	0.895391	0.425194	1.17343	0.180453
AT3G50810	-0.105354	0.215235	1.09278	0.539642	0.953772	0.269527
AT3G51890	-0.113146	0.896582	1.37216	0.611472	1.49647	0.646103
AT3G53270	-0.172511	0.12037	0.689194	0.2645	0.805248	0.29471
AT1G52410	-0.0356812	0.251328	0.610887	0.539124	1.33754	0.0473512
AT3G55950	0.0974811	0.423297	0.580787	0.169919	1.56424	0.283398
AT3G57330	0.143251	-0.0109733	0.623298	0.209536	1.03327	0.340593
AT3G59570	-0.167022	0.147804	0.581316	-0.0973786	0.693473	-0.405583
AT3G59660	0.0244956	0.1794	0.596086	0.0694967	0.931401	0.0276992
AT3G62600	-0.259437	0.232182	1.20407	0.638581	1.10645	0.321284
AT4G00955	-0.215361	0.52251	1.25469	0.55928	1.19283	0.228891
AT4G00960	-0.215361	0.52251	1.25469	0.55928	1.19283	0.228891
AT4G01610	0.0599025	0.802347	1.38527	1.08327	1.42052	1.06815
AT4G04920	-0.0599605	-0.071188	0.289805	-0.064888	0.574732	-0.32658
AT4G05590	0.0248609	0.554606	0.902014	0.747918	1.16494	0.617508
AT4G09570	0.0333859	0.466337	0.911926	0.437652	1.4329	0.844236
AT4G13040	-0.184672	0.340255	0.660186	0.0546662	0.757256	0.332366
AT1G64780	0.00368065	0.487139	1.33852	0.81747	1.77316	0.399119
AT4G13900	-0.0203144	0.902736	1.45008	0.838438	1.38681	0.13278
AT4G13920	0.229177	0.751936	1.55187	0.826859	1.87986	0.548226
AT4G14746	0	0	1.07322	0	1.18071	0
AT4G16660	-0.116533	0.299671	0.955523	0.521837	0.760508	0.0336377
AT4G18210	0.265871	0.256355	1.21191	0.878155	1.42683	1.07589
AT4G18890	0.056969	0.260335	0.898545	0.340748	1.56209	0.419644
AT4G19230	0.57811	1.20344	1.05723	1.11654	1.94549	0.843806
AT4G19990	0.052559	0.261789	0.774317	0.110293	0.851579	0.314393
AT4G21730	-0.304851	-0.00982673	0.739014	-0.311873	0.269493	0.0994608
AT4G21940	-0.190004	0.824599	1.30455	1.0141	1.26553	0.518823
AT4G23270	0.058221	0.480947	1.10044	0.654826	1.5338	1.03978
AT4G23310	0.058221	0.480947	1.10044	0.654826	1.5338	1.03978
AT4G23470	-0.140114	0.417182	1.15706	0.494302	1.43843	0.514444
AT4G23570	-0.23917	0.191268	0.409088	-0.0926148	0.692538	0.0522553
AT4G23885	-0.154704	0.32638	0.800978	0.3828	0.845257	0.0940931
AT4G25390	0.257243	0.399799	0.863248	0.402006	1.76507	0.414462
AT4G25900	0.0362569	0.70362	1.15744	0.57581	1.75518	0.521782
AT4G26070	-0.148009	0.756736	1.11201	0.245452	1.42061	0.642474
AT4G27290	0	0	0.668564	0	0.858745	0
AT4G27740	-0.0616511	0.361017	0.977352	0.474426	0.994727	0.83048
AT4G28490	0.0324056	1.21243	1.55746	0.78714	1.83074	0.829813
AT4G30130	-0.247621	-0.319075	0.283696	0.45449	1.09719	0
AT4G30500	-0.23022	-0.0385143	0.876867	-0.0350379	0.8576	-0.104345
AT4G33540	-0.056621	0.897651	1.29132	0.915024	1.64534	0.909026
AT4G34390	0.228114	0.909716	1.28558	0.741597	2.23061	0.999311
AT4G35070	0.210414	0.120777	0.907755	0.389278	1.34162	0.505324
AT4G35500	0.0983887	0.40145	0.505802	0.257165	1.26466	-0.0106005
AT4G35630	0.021051	0.613086	0.601225	0.555122	1.35051	-0.0944578
AT4G36150	-0.028953	0.851207	1.08633	0.319984	1.43476	0.254175
AT4G36930	-0.165049	-0.184636	0.486284	0.556517	1.27821	0
AT4G37430	-0.0615079	0.349582	0.639093	0.609304	0.979715	0.230446
AT4G39952	0.00388821	0.443515	0.928341	0.803297	1.27798	0.58126
AT4G39955	0.00388821	0.443515	0.928341	0.803297	1.27798	0.58126
AT4G00200	0.194753	0.827981	0.747024	0.632757	1.56222	0.859849
AT4G01010	0.139981	0.706031	1.6032	1.00336	2.05912	0.882548
AT4G01740	-0.158604	-0.00954889	1.07461	-0.0542862	1.17567	0.36279
AT4G01870	0.167004	0.739287	0.631031	0.575268	1.66003	0.299201
AT4G01880	0.167004	0.739287	0.631031	0.575268	1.66003	0.299201
AT4G02550	-0.134714	0.176738	0.7523	0.286881	1.32189	0.305279
AT4G04695	-0.303202	0.0736611	0.635557	-0.119355	0.742525	-0.30828
AT4G04700	-0.303202	0.0736611	0.635557	-0.119355	0.742525	-0.30828
AT4G08470	-0.053617	0.31477	0.980958	0.384115	1.08311	0.522517
AT4G08480	-0.053617	0.31477	0.980958	0.384115	1.08311	0.522517
AT4G08500	-0.053617	0.31477	0.980958	0.384115	1.08311	0.522517
AT4G11840	-0.0972548	0.537749	1.1238	0.33758	0.953337	-0.0689294
AT4G12120	-0.116846	0.133377	0.718513	0.334435	1.24044	0.178825
AT4G14420	-0.102442	0.161563	0.637909	0.423825	1.03735	0.355521
AT4G14610	0.0889193	0.942741	1.24703	0.57383	1.96607	0.42988
AT4G14746	-0.146291	0.650979	1.55912	0.838925	1.68035	1.02387
AT4G15070	-0.068044	0.410752	1.21789	0	1.38849	0.565317
AT4G16750	-0.110555	-0.192565	0.798628	0.601082	1.0198	0.295762
AT4G17070	-0.162775	0.112648	0.793374	0.158394	0.988189	0.107758
AT4G17695	-0.140098	0.699549	1.21989	0.769441	1.22908	0.392913
AT4G17720	-0.0254523	0.361943	0.657503	0.279888	0.884733	0.110598
AT4G18010	-0.0224846	-0.104325	0.629434	0.382686	0.893327	-0.235024
AT4G19520	0.331951	0.998277	1.4133	0.997325	1.91419	1.23144
AT4G19660	0.0150147	0.379764	0.703101	0.124207	0.942259	0.410297
AT4G19880	-0.00570059	-0.0787828	0.572484	0.359093	0.781536	0.197577
AT4G19890	-0.00570059	-0.0787828	0.572484	0.359093	0.781536	0.197577
AT4G19900	-0.00570059	-0.0787828	0.572484	0.359093	0.781536	0.197577
AT4G22300	-0.219278	0.393533	0.724008	-0.0511385	0.661528	-0.0242348
AT4G22305	-0.219278	0.393533	0.724008	-0.0511385	0.661528	-0.0242348
AT4G23010	-0.078117	0.551013	1.15517	0.559058	1.42082	0.601459
AT4G24190	-0.21233	0.224081	1.27262	0.692422	1.01743	0.233997
AT4G24920	-0.136965	0.225664	0.980822	0.405302	1.00214	0.219808
AT4G26060	0.0525191	0.639947	1.63242	1.05206	1.96105	0.798376
AT4G26810	-0.142116	-0.0322637	0.559558	0.387223	0.973374	-0.141873
AT4G27480	0.209377	0.788807	1.57306	0.58022	2.11105	1.05664
AT4G28390	0.236964	0.894652	1.48803	0.731079	1.57242	0.610007
AT4G29810	-0.157744	0.559588	0.874224	0.316572	0.733148	0.169329
AT4G29850	-0.0594891	0.156322	0.294644	0.19083	1.1523	0.218344
AT4G29860	-0.0594891	0.156322	0.294644	0.19083	1.1523	0.218344
AT4G29900	0.133985	0.0677463	0.715609	0.0525031	0.854883	0.228285
AT4G33985	0.282436	0.812801	1.17007	0.563777	1.7938	0.966019
AT4G34180	0.132212	0.473906	0.784857	0.572012	1.48269	0.746657
AT4G35110	-0.140232	0.494291	0.777739	0.488757	1.6051	0.469711
AT4G36090	-0.0695884	0.306766	0.924342	0.332956	0.966278	-0.139248
AT4G36470	-0.176474	0.182889	0.668643	0.37261	0.736708	0.0639495
AT4G36640	-0.23486	0.308374	0.72198	0.399948	0.857423	0.0532483
AT4G36648	-0.131628	0.526878	0.852441	0.309191	0.956453	0.556655
AT4G37640	0.183685	0.718185	0.851728	0.161691	1.43874	0.0533153
AT5G01850	0.0124755	0.90751	1.35019	0.475444	1.51862	0.385639
AT5G02100	0.0538313	0.471538	0.979884	0.318132	1.36874	0.284863
AT5G03160	-0.241567	0.257456	1.08435	0.483047	1.0237	0.148081
AT5G04930	0.0847064	0.474541	0.886187	0.283199	1.10151	0.157076
AT5G07340	-0.162051	0.20043	0.792448	0.465936	0.822727	0.348252
AT5G09420	-0.236215	-0.226947	0.294863	0.226091	0.658189	-0.456073
AT5G10610	0.166167	0.787235	1.36803	0.806233	1.37202	1.24332
AT5G14930	0.287919	0.578246	0.996487	0.608485	1.68021	0.750972
AT5G18310	0.116646	0.365545	0.96873	0.276425	1.5084	0.263213
AT5G18750	-0.0244297	0.0371646	0.709979	0.622636	1.27014	0.31607
AT5G18780	-0.145782	0.789322	1.17246	0.151556	1.24467	0.166181
AT5G19240	0.581431	1.09316	1.28878	0.717647	1.78289	0.82471
AT5G19440	-0.0423034	0.355277	0.489076	0.392353	1.01307	0.276347
AT5G23850	0.0694539	0.489708	1.52882	0.751068	1.6624	0.573191
AT5G27600	-0.0144272	0.660372	1.04435	0.486159	1.28156	0.213143
AT5G27610	-0.214593	-0.0811059	0.150259	-0.178294	0.755285	-0.530483
AT5G28830	-0.0425254	0.803834	0.999957	0.399172	1.29595	0.622248
AT5G39785	0.201787	0.474736	0.664301	0.0211531	0.958935	0.234869
AT5G40730	-0.397241	0.59889	0.33637	-0.0880034	0.769278	0.288726
AT5G41180	0.114637	0.28491	0.430377	-0.239678	1.07206	0.0971154
AT5G42050	0.428389	0.958867	1.46538	1.19487	2.11066	1.17579
AT5G48560	0.0474718	0.445358	1.40421	1.09147	1.77169	0.716646
AT5G51570	-0.0531855	0.701654	1.15361	0.905752	1.50619	1.07684
AT5G51830	0.0104457	0.338347	0.697571	0.33758	1.09776	-0.000423325
AT5G53550	0.086091	0.296557	0.787384	0.61815	1.39236	0.706393
AT5G53830	0.158038	0.268237	0.630255	0.555102	1.36707	0.414373
AT5G54140	-0.0192241	0.248884	1.03722	0.309779	1.19999	0.162245
AT5G57035	0.101874	0.331698	0.909871	0.367294	1.23766	0.421295
AT5G61010	-0.0239059	0.465975	1.00293	0.302581	1.21705	0.0728777
AT5G62620	0.0764873	0.27597	0.44396	0.221137	1.09954	0.0756523
AT5G62900	0.159858	0.255329	0.869895	0.719041	1.26218	0.7334
AT5G63680	0.0294533	0.146099	0.527449	0.271578	0.95908	-0.057988
AT5G66610	-0.00141084	0.160738	0.721892	0.146346	1.25605	0.124033
