Gene_id	log2(7h+DEX/7h-DEX)	log2(25h+DEX/25h-DEX)	log2(gdu1-1D/WT)	log2(GDU2/WT)	log2(GDU5/WT)	log2(GDU6/WT)
AT1G01710	-0.0030446	0.106093	0.0779279	0.167213	0.00417327	0.225967
AT1G06060	0.023142	-0.125326	0.184788	0.144717	0.0497504	0.298426
AT1G06410	-8.21E-05	-0.145777	0.280102	0.15179	0.0695872	0.336793
AT1G08460	0.231081	0.173722	0.437889	0.23885	0.223908	0.567391
AT1G08680	0.101696	-0.0263976	-0.00613654	-0.0523699	0.105954	0.190175
AT1G08720	0.128528	0.17118	0.368328	0.233333	0.3051	0.450448
AT1G13190	0.0173412	-0.023051	0.119012	0.105583	0.168182	0.378702
AT1G15920	0.0559804	0.0836837	0.0462581	0.160611	0.218608	0.396257
AT1G17120	0.054509	-0.0807144	0.0459104	0.015679	-0.00974018	0.191408
AT1G18160	0.0556907	0.0984311	0.201218	0.0330928	0.28892	0.336815
AT1G18700	0.059013	-0.0538286	0.100036	0.130903	0.137261	0.185695
AT1G20760	0.158483	0.0405068	0.124769	0.126666	0.252566	0.261071
AT1G20970	0.117432	-0.0203802	0.286772	0.118332	0.214852	0.356346
AT1G21610	0.0529912	0.0560644	0.162384	0.0962616	0.260043	0.339283
AT1G22640	0.547115	0.286401	0.603706	0.612172	0.536673	0.829725
AT1G24560	0.0615056	0.080743	0.243354	0.0530821	0.114601	0.293556
AT1G29260	0.117064	0.0124538	0.128136	0.218513	0.0583796	0.355558
AT1G29800	0.16497	-0.000110141	0.221567	0.179057	0.0650211	0.3141
AT1G35620	0.0682598	0.0878758	0.157751	0.0744599	0.169805	0.434795
AT1G42540	0.106166	0.115339	0.137748	0.175214	0.0964242	0.354367
AT1G49300	0.0590875	0.165578	0.38945	0.314297	0.186206	0.454707
AT1G51690	0.113258	0.211076	0.207366	0.252818	0.148351	0.328048
AT1G51740	0.143034	0.137455	0.374973	0.221497	0.311642	0.532342
AT1G53050	0.0573786	-0.140645	0.0101466	-0.000154057	0.0201446	0.237151
AT1G16440	0.14637	0.225065	0.306398	0.0949223	0.251558	0.494255
AT1G54210	0.268278	0.108082	0.37068	0.174382	0.265184	0.569777
AT1G57765	-0.0693542	0.0713083	0.157329	0.0127865	0.167773	0.280685
AT1G60870	-0.0587202	-0.156201	0.0725945	0.0287458	-0.035419	0.245919
AT1G63110	0.0805306	-0.0380956	0.157291	0.181831	0.153975	0.309336
AT1G63900	-0.0365312	-0.0847707	0.161769	-0.00967077	0.0502701	0.170724
AT1G65280	0.0450785	0.0558053	0.144879	0.134304	0.141332	0.169879
AT1G68920	0.00627454	-0.0132994	0.202982	0.197436	0.173472	0.265394
AT1G70150	0.0751326	-0.0141339	0.176379	0.127218	0.127618	0.385281
AT1G70480	0.143657	-0.0106527	0.099859	0.0419188	0.150864	0.372705
AT1G71980	-0.016265	0.13772	0.178237	0.175176	0.138826	0.344823
AT1G78280	0.0694272	0.162428	0.203126	0.0850264	0.262788	0.331445
AT1G78890	0.0807268	0.127211	0.246221	0.223774	0.133544	0.476811
AT1G79590	-0.0884445	-0.142323	0.0967069	0.00912882	-0.0736713	0.243545
AT1G01930	0.0505301	-0.0790667	0.00371007	0.12609	0.130942	0.308487
AT1G04960	-0.0575813	0.0218142	0.185372	0.205911	-0.0148227	0.265277
AT1G06110	0.0158018	0.188623	0.273794	0.297907	0.260606	0.456077
AT1G07230	0.228678	0.41493	0.38891	0.467962	0.534898	0.606284
AT1G08510	0.0711601	0.0748932	0.3229	0.296543	0.153274	0.319193
AT1G11340	0.00453404	-0.190397	-0.0278518	-0.151743	-0.0455526	0.145629
AT1G11350	0.00453404	-0.190397	-0.0278518	-0.151743	-0.0455526	0.145629
AT1G11360	0.00453404	-0.190397	-0.0278518	-0.151743	-0.0455526	0.145629
AT1G14380	0.198445	0.0231106	0.248037	0.22847	0.234138	0.338656
AT1G14400	-0.0451476	0.053382	0.144844	0.0137467	0.051419	0.267601
AT1G17145	0.0815058	-0.0283575	0.0283246	0.0872456	0.108916	0.374956
AT1G21480	0.01364	-0.0139259	0.0107422	0.169207	0.0357506	0.321048
AT1G22310	-0.115012	-0.371322	0.0108396	-0.139197	-0.0994006	0.0478091
AT1G23260	0.108304	0.0632046	0.292293	0.155411	0.247463	0.288478
AT1G25682	0.0386675	0.119011	0.295474	0.194225	0.254147	0.433865
AT1G25988	0.0386675	0.119011	0.295474	0.194225	0.254147	0.433865
AT1G27090	0.0446856	-0.00279502	0.129613	0.155365	0.0935017	0.406305
AT1G27540	0.193771	0.0257615	0.270592	0.23486	0.220356	0.354258
AT1G27550	0.193771	0.0257615	0.270592	0.23486	0.220356	0.354258
AT1G32400	-0.0137436	0.045889	0.278776	0.155421	-0.0478687	0.254769
AT1G33490	-0.0280517	0.0954763	0.222927	0.288038	0.0197849	0.304374
AT1G47056	0.16646	0.0405281	0.476291	0.318087	0.31582	0.484342
AT1G48550	-0.0436653	-0.0406768	0.277652	0.173305	0.0185941	0.226323
AT1G48790	0.0266845	-0.00111775	0.133154	0.0328905	0.0372784	0.190605
AT1G50140	-0.093912	-0.182252	-0.10626	-0.131685	-0.101284	-0.068205
AT1G50640	0.35899	0.399285	0.638562	0.585098	0.598384	0.687322
AT1G52280	-0.00436757	0.0583351	0.202234	0.00200183	0.102246	0.300595
AT1G52290	-0.00436757	0.0583351	0.202234	0.00200183	0.102246	0.300595
AT1G55520	0.0966952	-0.128818	0.0946327	0.113918	0.143766	0.244057
AT1G65580	0.250556	0.178829	0.225118	0.198301	0.169471	0.479431
AT1G67580	0.129781	0.011421	0.199196	0.198228	0.241639	0.387909
AT1G69980	0.0123861	0.0153522	0.368897	0.133893	0.0809665	0.315023
AT1G71410	0.06456	-0.223028	0.0462471	0.0129483	0.0636218	0.298812
AT1G71420	0.06456	-0.223028	0.0462471	0.0129483	0.0636218	0.298812
AT1G73980	0.0908953	0.222002	0.303035	0.188704	0.214535	0.412739
AT1G76940	0.0745401	0.0311125	0.222209	0.156205	0.267433	0.318458
AT1G77130	0.132445	0.209705	0.39787	0.175378	0.283394	0.414403
AT1G77180	0.0829364	0.0393139	0.215887	0.0853195	0.216985	0.281696
AT1G79830	0.0412667	0.0788213	0.181256	0.0657156	0.0716083	0.198434
AT1G80480	-0.0543533	-0.00994443	-0.0405085	0.129677	0.0372487	0.321035
AT1G80490	-0.0543533	-0.00994443	-0.0405085	0.129677	0.0372487	0.321035
AT2G11240	0.0227999	-0.0464364	0.0708203	-0.00679349	-0.0466062	0.16967
AT2G15230	0.128465	0.162459	0.408541	0.217733	0.336134	0.461213
AT2G16930	-0.108531	0.0156974	0.127617	-0.0646218	0.0576641	0.209436
AT2G18750	0.12455	0.0534996	0.181454	0.0632548	0.28216	0.25986
AT2G19080	-0.121545	-0.0643042	0.0655265	0.0353451	0.127544	0.232307
AT2G22720	0.113361	-0.0642601	0.0475071	0.00212914	0.0384841	0.24855
AT2G25740	0.0355223	0.0466933	0.378178	0.21975	0.256583	0.415932
AT2G37840	0.0105076	-0.0550933	0.0617532	-0.0368738	-0.0257296	0.267014
AT2G38660	-0.0290439	0.102621	0.200265	0.25862	0.208316	0.300425
AT2G38670	-0.0290439	0.102621	0.200265	0.25862	0.208316	0.300425
AT2G41130	0.303494	0.190861	0.289178	0.405782	0.306771	0.404803
AT2G42780	0.127556	0.0208119	0.132835	-0.0125198	0.037041	0.305589
AT2G45620	0.117613	0.0416347	0.184322	0.170527	0.132021	0.304812
AT2G45630	0.117613	0.0416347	0.184322	0.170527	0.132021	0.304812
AT2G46470	-0.106827	-0.167832	0.0255796	-0.0302499	-0.0501927	-0.0178666
AT2G47410	0.0320793	0.00286012	0.183089	0.152047	0.0835102	0.183858
AT2G02970	0.13735	0.0890268	0.263081	0.253107	0.273934	0.271454
AT2G03780	-0.194316	-0.262174	-0.186421	-0.144289	-0.128834	-0.108318
AT2G04305	0.103104	0.112009	0.192663	0.16293	0.257401	0.3566
AT2G04630	-0.18741	-0.151915	-0.0701155	-0.0260172	-0.0114095	-0.00512557
AT2G13690	0.107441	-0.0483835	0.122656	0.0343266	0.176453	0.330909
AT2G15240	0.012661	0.122045	0.211267	0.1733	0.199716	0.29912
AT2G17480	0.233693	0.196941	0.240393	0.165686	0.364723	0.502107
AT2G20120	0.0519762	-0.0829043	0.0794512	0.043621	0.179053	0.334147
AT2G20130	0.0519762	-0.0829043	0.0794512	0.043621	0.179053	0.334147
AT2G24330	0.0721659	0.196521	0.229838	0.214009	0.212679	0.305959
AT2G25310	0.00853229	-0.0839405	0.0872141	0.119346	-0.00374725	0.221201
AT2G25850	0.03872	0.0794919	0.37734	0.235432	0.243329	0.428845
AT2G26430	0.0351886	0.0129562	0.225937	0.220729	0.196309	0.307851
AT2G27285	-0.0174051	-0.0641321	0.276999	0.142565	0.0651075	0.32137
AT2G30350	-0.0181068	-0.0346327	0.0261204	-0.0560857	0.0699822	0.332671
AT2G30980	-0.0694703	-0.178669	0.0303246	-0.0179087	-0.0645939	-0.0261532
AT2G31510	-0.0145175	0.0322425	0.277344	0.176545	0.241686	0.337235
AT2G33990	0.0806793	-0.0570327	0.144203	0.135646	0.0832035	0.407725
AT2G34300	0.127618	0.151575	0.271763	0.32043	0.158981	0.527824
AT2G35680	0.0873687	0.168741	0.311024	0.122682	0.179927	0.461832
AT2G36730	-0.0951815	-0.227549	0.05967	0.0971545	0.0317507	0.0241462
AT2G36740	-0.0951815	-0.227549	0.05967	0.0971545	0.0317507	0.0241462
AT2G38610	0.00625684	0.0978203	0.31781	0.143231	0.209526	0.384601
AT2G39630	-0.0347982	0.0413133	0.219232	0.102116	0.0837928	0.255052
AT2G39805	0.13292	0.11135	0.170854	0.226301	0.0404134	0.260021
AT2G42400	0.155861	0.0530367	0.347907	0.030397	0.188579	0.318945
AT2G45200	-0.0526691	-0.162271	0.0970312	0.110456	0.0275514	0.29474
AT2G48160	0.088282	-0.0859538	-0.0302564	0.0107189	-0.0047304	0.170311
AT3G01400	0.25862	0.0663473	0.282741	0.165559	0.180269	0.354794
AT3G03380	-0.01084	-0.0826674	0.098771	0.0939566	0.128012	0.231438
AT3G04460	0.126164	-0.132443	0.121348	0.226777	0.125916	0.276538
AT3G05545	0.0746486	0.106766	0.186604	0.205419	0.108204	0.371932
AT3G06270	0.160471	-0.0795454	0.139962	0.275344	0.197066	0.331154
AT3G66654	0.0567201	0.00284289	0.253221	0.0243431	0.230704	0.330183
AT3G07080	0.087367	0.0414315	0.260746	0.39215	0.189836	0.355647
AT3G07640	-0.0263979	-0.127435	0.0547857	0.236448	0.0286986	0.26933
AT3G07870	0.452211	0.364966	0.640807	0.475696	0.382607	0.566198
AT3G10140	-0.0677754	-0.289991	-0.0977901	-0.0193788	-0.0999327	0.0344955
AT3G12290	-0.0275241	0.0789664	0.246769	0.219022	0.0913945	0.410218
AT3G13340	0.0669065	0.0258447	0.176438	0.0986341	0.237118	0.283438
AT3G14010	0.0263171	0.0211954	0.239754	0.122299	0.14724	0.19744
AT3G16230	-0.100299	0.0346066	0.144807	0.104063	-0.0173989	0.258491
AT3G17090	0.0558574	0.0022656	0.269851	0.165631	0.213082	0.373441
AT3G18350	0.072771	0.0679112	0.184522	0.0986744	0.178527	0.348102
AT3G19420	0.0476748	-0.0076447	0.166095	0.00554531	0.0468533	0.217841
AT3G19520	-0.0173941	0.0853831	0.148777	0.129105	0.168778	0.340044
AT3G21175	-0.0437977	-0.117623	0.0879845	0.106789	0.15384	0.283511
AT3G22380	0.228335	0.218596	0.282221	0.198602	0.251508	0.403589
AT3G24070	-0.0350321	-0.0188325	0.0531049	0.0873122	0.0596004	0.314126
AT3G26370	-0.0362461	0.0175265	0.190787	0.0370577	0.113221	0.198599
AT3G26640	-0.000247488	-0.0813913	0.0798685	0.182922	0.181569	0.383053
AT3G28690	0.198851	0.13719	0.281555	0.303646	0.216016	0.395179
AT3G29390	-0.0261864	-0.173112	-0.0274931	-0.0551887	-0.154062	0.0179377
AT3G42150	-0.198272	-0.261847	-0.0303807	-0.0715868	-0.244596	0.0651595
AT3G43230	0.0858005	0.030204	0.284674	0.134559	0.238136	0.328398
AT3G44200	0.0650066	-0.0601099	0.279468	0.117227	0.111482	0.246491
AT3G48880	0.107258	0.0601966	0.278021	0.296531	0.243201	0.333031
AT3G50880	-0.131886	-0.215633	-0.0283396	-0.00594683	-0.0382787	0.0279175
AT3G53030	0.240183	0.263918	0.223056	0.172356	0.242847	0.453461
AT3G55770	0.00519922	-0.00292323	0.159385	0.0895928	0.141016	0.346457
AT3G57300	0.133133	-0.111255	0.0617103	0.100381	0.0837946	0.234489
AT3G58530	0.0529364	0.110775	0.156112	0.0758905	0.263921	0.301754
AT3G61480	0.0778363	0.0829007	0.174639	0.10503	0.0559286	0.198742
AT3G61600	0.109038	-0.0167249	0.0805633	0.0466279	0.0325334	0.173412
AT3G62080	-0.0799824	-0.229343	0.00380147	0.10242	-0.0323124	0.106041
AT3G01850	-0.018781	-0.287401	0.0732594	-0.0388053	-0.0581678	0.133673
AT3G06290	0.0614506	-0.0326411	0.249664	0.232512	0.187415	0.192859
AT3G06580	0.027597	0.0612838	0.181886	0.114279	0.123388	0.249527
AT3G06820	-0.060168	-0.259778	-0.013178	0.00112998	0.0351786	0.0453921
AT3G06960	0.045864	-0.233392	0.111188	0.111303	0.00453606	0.226364
AT3G07190	-0.0243881	-0.0847755	0.0316949	0.12982	0.120776	0.309968
AT3G07560	0.0896235	0.183117	0.401681	0.263758	0.326389	0.460232
AT3G07890	0.141233	0.0168979	0.153131	0.183769	0.149792	0.30008
AT3G08650	0.151346	0.153353	0.417721	0.261319	0.335478	0.41692
AT3G09470	0.14815	0.0884438	0.224812	0.215243	0.267619	0.440836
AT3G09750	0.0893157	0.115946	0.269756	0.329351	0.156213	0.418459
AT3G09760	0.0893157	0.115946	0.269756	0.329351	0.156213	0.418459
AT3G10810	0.0557221	0.0126659	0.200393	0.254182	-0.0236227	0.239926
AT3G11450	-0.00139632	-0.0503119	0.0782104	0.150956	0.188112	0.306414
AT3G11530	0.118984	0.0817956	0.134764	0.154915	0.128991	0.414196
AT3G12400	0.191145	0.192375	0.228787	0.15044	0.377557	0.42049
AT3G12490	0.121022	0.223371	0.118486	0.134228	0.18333	0.294202
AT3G14410	-0.0297766	0.0177188	0.218054	0.188385	0.166006	0.303418
AT3G15480	0.033832	-0.107217	0.0370704	0.100984	0.0422881	0.224207
AT3G15580	0.0860547	0.165115	0.349438	0.0351796	0.146241	0.394444
AT3G15610	0.0871526	-0.000138431	0.205266	0.0813228	0.207009	0.365417
AT3G22170	0.0313493	-0.0240007	0.18382	0.0981999	0.193936	0.265775
AT3G23690	0.12898	0.0633696	0.253736	0.151514	0.133644	0.292852
AT3G24315	0.0605344	0.100619	0.289776	0.316144	0.178216	0.418134
AT3G25840	0.0649782	0.110594	0.228875	0.21279	0.0596628	0.292719
AT2G45400	0.0643084	0.043239	0.209401	0.131685	0.193375	0.235222
AT3G47700	0.0908264	0.0483325	0.299389	0.0371978	0.119299	0.291861
AT3G48170	0.0129674	0.159404	0.130417	0.235459	0.0806511	0.240327
AT3G54480	-0.0949367	-0.0648929	0.0941869	0.0314626	0.0707615	0.1706
AT3G55920	-0.030382	-0.213786	-0.106538	-0.252994	-0.0320317	0.0774438
AT3G56460	0.0214289	-0.034264	0.0742351	0.0842287	-0.00145213	0.237809
AT3G57470	-0.0857784	-0.289016	-0.0602613	-0.139888	-0.117517	0.0936262
AT3G58670	0.00659472	0.0118423	0.114842	0.181913	0.0437162	0.338009
AT3G61980	0.0392402	-0.0417025	0.113813	0.106889	0.2019	0.265476
AT3G61990	0.0392402	-0.0417025	0.113813	0.106889	0.2019	0.265476
AT3G62000	0.0392402	-0.0417025	0.113813	0.106889	0.2019	0.265476
AT4G07390	0.0199509	0.0884295	0.263969	0.149862	0.129153	0.347952
AT4G08540	-0.00783778	-0.217673	-0.029184	-0.0382033	-0.127323	0.140179
AT4G09150	0.126272	-0.0337662	0.0787292	0.0165747	0.138639	0.317405
AT4G09830	0.089389	0.124981	0.235357	0.067243	0.161543	0.310143
AT4G12230	-0.0409683	0.0446129	0.110833	0.0294467	0.074051	0.244366
AT4G12560	0.0168376	0.0734155	0.206383	0.201442	0.129872	0.240291
AT4G14965	0.0411549	-0.0463553	0.161628	0.143998	0.0410003	0.187488
AT4G15800	-0.00802921	0.107735	0.153756	0.239036	0.155037	0.4109
AT4G16130	0.1578	0.130848	0.206425	0.118229	0.209273	0.317863
AT4G16830	0.0802338	0.0788	0.112123	0.0669368	0.0565495	0.198747
AT4G17640	-0.100971	-0.162424	0.0446593	0.0536511	-0.125763	0.207259
AT4G17730	0.100265	0.161417	0.249878	0.131343	0.277097	0.492247
AT4G18120	0.0438717	-0.0231492	0.254267	0.00265616	0.198251	0.33577
AT4G21180	0.0229976	0.00264268	0.125252	0.135824	0.0458343	0.251014
AT4G22330	0.0846402	0.110701	0.229441	0.126515	0.324158	0.432984
AT4G24020	0.171719	-0.0224604	0.150953	0.00338159	0.0201363	0.215905
AT4G24210	0.0424943	-0.0176344	0.174737	0.178008	0.232543	0.326759
AT4G24630	0.0107428	0.102073	0.0782889	0.118186	0.121012	0.367409
AT4G28600	-0.0258729	0.00599125	0.23278	0.0533735	-0.0135074	0.154927
AT4G28880	0.070183	0.10092	0.130191	0.160693	0.16043	0.462931
AT4G32760	0.0896456	0.230575	0.412566	0.262991	0.309591	0.453656
AT4G32850	0.0252692	0.0931881	0.209787	0.0474856	0.0959259	0.240856
AT4G33510	-0.0763865	0.0928464	0.122911	0.167535	0.0477551	0.292247
AT4G34100	0.248096	0.167707	0.292958	0.186654	0.271888	0.369879
AT4G36480	0.147815	-0.0106445	0.139011	0.036042	0.202405	0.25459
AT4G37440	0.0210692	-0.0675409	0.148738	0.154343	0.156696	0.327042
AT4G39990	-0.16094	-0.296574	-0.027145	-0.0126322	-0.101653	0.064566
AT4G01000	0.0933831	0.0604147	0.174809	0.0395024	0.226629	0.328053
AT4G02480	0.0830786	0.0448139	0.118339	0.0825329	0.109757	0.300505
AT4G03415	-0.0127827	-0.00621003	0.146621	0.176958	-0.0188356	0.247896
AT4G08110	-0.0620269	-0.05137	0.0752279	0.0332882	0.0476211	0.243721
AT4G14350	0.160401	0.00869715	0.153967	0.0630929	0.283688	0.349528
AT4G16330	0.0812422	0.130144	0.418842	0.341646	0.271747	0.524812
AT4G16950	0.0961318	0.116938	0.227474	0.0871858	0.304386	0.383046
AT4G28770	-0.0185271	0.0134932	0.215186	-0.0149208	0.0916299	0.343023
AT4G30750	-0.0250491	-0.0195684	0.120672	0.0865762	0.0748681	0.299105
AT4G31670	0.111101	0.200142	0.345062	0.292085	0.301839	0.369634
AT4G32750	0.0946822	-0.0552779	0.194128	0.221025	0.156881	0.345135
AT4G32820	0.12206	-0.0742664	0.0564366	0.0706678	0.0348057	0.194085
AT4G33210	0.0644152	0.0799469	0.120242	0.149439	0.0272444	0.241772
AT4G36440	0.0815437	-0.0277784	0.0652383	0.0700062	-0.0402845	0.195049
AT4G36450	0.0815437	-0.0277784	0.0652383	0.0700062	-0.0402845	0.195049
AT4G36680	-0.0527355	-0.232527	-0.0637089	-0.0201356	-0.0190446	-0.0101739
AT4G36690	-0.0527355	-0.232527	-0.0637089	-0.0201356	-0.0190446	-0.0101739
AT4G36945	0.138737	0.0835424	0.280098	0.264702	0.216066	0.551169
AT5G02880	0.152352	0.198959	0.416323	0.205904	0.239039	0.422168
AT5G06660	0.0652963	0.0686991	0.0044673	0.166104	0.0807159	0.281271
AT5G07270	0.102221	0.0878096	0.119241	0.145568	0.0167219	0.301843
AT5G08320	0.162125	0.011203	0.227562	0.177329	0.155728	0.375223
AT5G09920	-0.121198	0.00832121	0.191268	0.0885787	0.0504298	0.228729
AT5G10745	0.00188737	0.0607856	0.198633	0.192133	0.0893948	0.237827
AT5G11280	-0.141629	-0.129789	-0.0283967	-0.0505935	-0.0744836	0.226588
AT5G11340	-0.270273	-0.184391	-0.0839674	0.0356976	-0.0556563	-0.00477049
AT5G11680	0.0227003	0.0586166	0.179981	0.270042	0.116653	0.421421
AT5G11810	-0.015205	-0.00871848	0.0911991	0.170208	0.179039	0.295783
AT5G13010	0.165067	0.0300137	0.221234	0.107421	0.21393	0.279808
AT5G13570	0.144014	-0.135123	0.0728826	-0.0101665	0.0371589	0.250349
AT5G15880	-0.0418803	-0.197072	0.0494312	-0.138836	0.0308677	0.142596
AT5G16470	-0.0727138	-0.22102	-0.00453521	-0.026458	-0.0153661	0.00930964
AT5G17610	0.0655354	0.0429106	0.260087	0.317531	0.184537	0.362068
AT5G17900	0.111832	0.0042917	0.110881	0.0719151	0.0689056	0.173401
AT5G18120	0.116157	-0.130386	0.19492	0.162673	0.126628	0.295169
AT5G21010	0.180044	-0.033905	0.217996	0.158285	0.290302	0.285187
AT5G23810	0.346345	0.285543	0.548819	0.463605	0.478821	0.52685
AT5G24450	0.0384323	0.0229825	0.224013	0.0951563	0.141778	0.229579
AT5G25520	-0.0532938	-0.185532	0.00726218	0.00519998	-0.193574	0.053944
AT5G26740	0.154316	0.0854803	0.186084	0.161331	0.220712	0.520835
AT5G27650	0.0897312	0.0462951	0.0819626	0.19612	0.118179	0.191975
AT5G35980	0.0663703	0.0740817	0.17291	0.105983	0.145214	0.26752
AT5G41810	0.159572	-0.0242379	0.241054	0.168452	0.201819	0.310939
AT5G42560	0.0147231	0.0845474	0.251412	0.136733	0.276819	0.328388
AT5G43560	0.0800347	0.00164041	0.221281	0.093759	0.0385616	0.15022
AT5G45710	0.090687	0.167497	0.303595	0.310864	0.374791	0.431461
AT5G47770	-0.0727031	-0.196521	-0.0264821	-0.102652	-0.0221476	0.1148
AT5G48335	-0.0790559	-0.225255	-0.0408685	-0.0261957	-0.17933	0.103201
AT5G51180	0.0341032	0.0157394	0.0310753	0.0686076	0.0199518	0.344671
AT5G53310	0.101227	-0.092473	0.184272	0.0276599	0.121052	0.363702
AT5G53470	0.12647	0.12947	0.203835	0.191333	0.139822	0.231227
AT5G55990	-0.099396	0.0505081	0.143746	0.0978728	0.0558502	0.241538
AT5G57710	0.267357	0.28495	0.244562	0.281405	0.405944	0.578331
AT5G58450	-0.0302363	-0.156053	0.0178335	0.0315867	-0.0688053	0.0807844
AT5G60940	-0.1629	-0.284253	-0.120896	0.0653285	-0.0239543	0.0360841
AT5G63200	0.0600663	-0.0459382	0.117988	0.0591896	0.107563	0.34058
AT5G63670	-0.201958	-0.186134	-0.0974785	-0.0446973	-0.266157	-0.0473981
AT5G64220	0.170449	0.0460296	0.16408	0.0501786	0.252364	0.250043
AT5G65050	-0.0521939	-0.165345	0.0708149	-0.0438657	0.0594913	0.10635
AT5G65060	-0.0521939	-0.165345	0.0708149	-0.0438657	0.0594913	0.10635
AT5G65440	-0.0779998	-0.193036	0.203039	0.131321	0.05408	0.157165
AT5G65650	-0.0639482	-0.238977	-0.0968345	-0.0631008	-0.205464	0.0327402
AT5G65960	0.0143027	-0.102031	0.192519	0.0709627	0.115522	0.34137
AT5G66240	-0.108685	-0.144674	0.0277353	0.11802	-0.0564687	0.194467
AT5G66920	-0.00539222	-0.0964606	0.0817553	0.0505919	-0.0552567	0.277819
AT5G01390	-0.0712193	-0.113587	0.0444335	0.0277666	-0.0550455	0.258577
AT5G04480	0.198652	0.00326479	0.323784	0.210005	0.340869	0.40897
AT1G13690	0.0765422	-0.0454802	0.224289	0.118193	0.0786707	0.302009
AT5G06830	0.022314	0.163337	0.213381	0.278309	0.154159	0.291729
AT5G06970	-0.00355353	-0.287261	0.051597	-0.0292821	-0.0800571	0.11801
AT5G10560	0.057205	-0.0129434	0.135581	0.0157224	-0.0180986	0.275674
AT5G12120	0.0594341	0.0587724	0.265823	0.23151	0.202337	0.346863
AT5G14240	0.103848	0.0452909	0.165643	0.0777065	0.20612	0.358398
AT5G18590	-0.0473657	0.00238893	0.0412707	0.151724	0.0866121	0.30872
AT5G19010	0.15439	0.0737493	0.213673	0.156731	0.199109	0.55454
AT5G19030	-0.266415	-0.284202	-0.21948	-0.135651	-0.300026	-0.14533
AT5G19330	0.0933648	0.0233108	0.180306	0.0823612	0.245853	0.268158
AT5G20620	0.0623056	-0.10813	0.0842537	0.115167	0.0407263	0.222156
AT5G20650	-0.00514611	0.0646082	0.088063	0.168013	0.140506	0.363002
AT5G22400	0.0358775	0.123736	0.158531	0.161781	0.166321	0.338432
AT5G23590	0.0191445	0.0493766	0.137286	0.0926072	0.247511	0.302452
AT5G25270	-0.0556894	0.0398374	0.166075	0.0678614	0.00682623	0.265828
AT5G27660	-0.0935082	-0.304735	-0.180148	-0.149988	-0.135877	0.00096581
AT5G27670	-0.0935082	-0.304735	-0.180148	-0.149988	-0.135877	0.00096581
AT5G27840	0.104677	0.0301364	0.353889	0.232218	0.308859	0.461121
AT5G35570	0.133397	-0.0297198	0.230903	0.168104	0.0947235	0.197975
AT5G37830	0.125817	0.118555	0.233225	0.207226	0.188565	0.24475
AT5G41580	-0.00841351	0.0886854	0.122719	0.114796	0.201256	0.237958
AT5G42660	-0.0904849	0.0165884	0.029728	0.130574	0.0522635	0.280092
AT5G44100	0.0126803	0.0326435	0.219801	0.157517	0.0395024	0.170108
AT5G44340	0.0258214	-0.162691	0.00625354	0.09099	0.123443	0.160396
AT5G45190	-0.0533429	-0.0817168	0.128926	0.163577	0.0172073	0.25803
AT5G45290	0.135475	0.121502	0.0730881	0.173161	0.183602	0.332402
AT5G46020	-0.114995	-0.151731	-0.00687152	0.00278418	-0.0681759	0.162855
AT5G47430	0.0895355	-0.00388605	0.104363	0.110744	0.246986	0.224066
AT5G50420	0.0702204	0.0408066	0.227021	0.187416	0.153016	0.425497
AT5G50423	0.0702204	0.0408066	0.227021	0.187416	0.153016	0.425497
AT5G50430	0.0702204	0.0408066	0.227021	0.187416	0.153016	0.425497
AT5G50870	-0.0962766	-0.040925	0.102301	-0.0202642	-0.0680431	0.203672
AT5G51690	-0.0948486	-0.254988	-0.035608	-0.08909	-0.0220908	-0.0085923
AT5G59030	-0.0823097	-0.0198346	0.169277	0.03073	0.00530706	0.228656
AT5G62090	0.133162	0.157525	0.299792	0.299389	0.201832	0.281197
AT5G63020	0.0714648	-0.00484124	0.0890724	-0.0618251	0.00926941	0.289453
AT5G63370	0.227822	-0.0584957	0.319252	0.206532	0.202465	0.4172
AT5G63610	0.0486079	-0.0284483	0.17279	0.203193	0.180302	0.238682
AT5G64070	0.0933477	0.0270625	0.175862	0.0136359	0.105722	0.19491
AT5G64920	0.0671825	-0.110974	0.0369296	-0.0124074	0.101852	0.351944
AT5G66030	-0.00445357	0.0425275	0.147762	-0.0121764	0.0479773	0.285632
AT5G67380	0.0501818	0.0130971	0.038364	-0.00511716	0.0616622	0.273121
AT1G02305	0.139373	0.262286	0.500949	0.373252	0.237783	0.626613
AT1G03970	0.100377	0.105332	0.317617	0.16874	0.24586	0.57498
AT1G05890	-0.00183989	0.15876	0.359391	0.227264	0.52123	0.515063
AT1G06630	-0.0823642	0.168014	0.331776	0.244505	0.379907	0.45628
AT1G06640	-0.0823642	0.168014	0.331776	0.244505	0.379907	0.45628
AT1G06650	-0.0823642	0.168014	0.331776	0.244505	0.379907	0.45628
AT1G07170	-0.18359	-0.160197	0.0974372	0.203952	0.297648	0.356096
AT1G07240	0.0532956	-0.068489	0.00913929	-0.0401718	0.272709	0.430857
AT1G07470	-0.0507433	0.0362052	0.366713	0.259199	0.490492	0.597523
AT1G09850	0.053796	0.245098	0.309738	0.472664	0.238272	0.720877
AT1G11020	0.00869582	0.095179	0.13966	0.0564906	0.314792	0.420937
AT1G13960	0.0664647	0.25085	0.518023	0.328462	0.63583	0.623973
